roomType,category,title,price,currency,retailer,affiliateUrl,productUrl,imageUrl,width,depth,height,dimensionUnit,color,material,styleTags,visualDescription,notes
bedroom,dresser,"HUAHUU 55"" Wide Fluted 6 Drawers Dresser for Bedroom, Mid Century Modern Dresser & Chests of Drawers, Curved Profile Design, Dressers TV Stand, Wood Storage for Hallway, Entryway, Oak",179.98,USD,Amazon / HUAHUU,https://www.amazon.com/dp/B0DYDJM5LT?tag=20260409-20,https://www.amazon.com/dp/B0DYDJM5LT,https://m.media-amazon.com/images/I/811XYVp6Z9L._AC_SL1500_.jpg,55.1,15.7,31.5,in,Natural Oak,"Engineered Wood, Metal",modern;scandinavian,"A Natural Oak rectangular dresser made with Engineered Wood, Metal matching this product title: HUAHUU 55"" Wide Fluted 6 Drawers Dresser for Bedroom, Mid Century Modern Dresser & Chests of Drawers, Curved Profile Design, Dressers TV Stand, Wood Storage for Hallway, Entryway, Oak.  Key detail: Fluted Dresser Design: The fluted tambour panel with sleek curved profile design on both sides of the 6 drawer dresser is unique and elegant, enhancing the texture and spatial pres",ASIN: B0DYDJM5LT; Stock: In Stock; Reviews: 57; Rating: 4.1
bedroom,dresser,"Aitjunz Modern 8 Drawers Dresser for Bedroom, 55"" Wide Dressers & Chest of Drawers w/Curved Profile Design, Wood Mid Century Storage Dressers Organizer for Bedroom, Living Room, Natural Oak",289.99,USD,Amazon / Aitjunz,https://www.amazon.com/dp/B0F48J6YY7?tag=20260409-20,https://www.amazon.com/dp/B0F48J6YY7,https://m.media-amazon.com/images/I/816NfAInFnL._AC_SL1500_.jpg,55.11,15.5,30.78,in,Natural Oak,Engineered Wood,modern;scandinavian;cozy,"A Natural Oak rectangular dresser made with Engineered Wood matching this product title: Aitjunz Modern 8 Drawers Dresser for Bedroom, 55"" Wide Dressers & Chest of Drawers w/Curved Profile Design, Wood Mid Century Storage Dressers Organizer for Bedroom, Living Room, Natural Oak.  Key detail: Dimensions & Storage: The wooden dresser measures 55.11"" W x 15.55"" L x 30.78"" H. This chest of drawers comes with 6 medium drawers 16.53"" W × 13.77"" D × 5.11"" H and 2 large drawer",ASIN: B0F48J6YY7; Stock: In stock; Reviews: 564; Rating: 4.2
bedroom,dresser,"SONGMICS Dresser for Bedroom, Chest of Drawers, Steel, MDF, 5 Non-Woven Fabric Drawers, Storage Organizer Unit, Closet, Entryway, Ink Black and Ebony Black ULGS322B01S",42.99,USD,Amazon / SONGMICS,https://www.amazon.com/dp/B0F995LVQV?tag=20260409-20,https://www.amazon.com/dp/B0F995LVQV,https://m.media-amazon.com/images/I/812ivAwegiL._AC_SL1500_.jpg,38.9,11.8,20.6,in,Ink Black + Ebony Black,"MDF (Medium Density Fiberboard), Particleboard, Steel, Non-Woven Fabric",modern;cozy,"A Ink Black + Ebony Black dresser made with MDF (Medium Density Fiberboard), Particleboard, Steel, Non-Woven Fabric matching this product title: SONGMICS Dresser for Bedroom, Chest of Drawers, Steel, MDF, 5 Non-Woven Fabric Drawers, Storage Organizer Unit, Closet, Entryway, Ink Black and Ebony Black ULGS322B01S.  Key detail: Versatile: This modern chest of drawers provides stylish storage for closets, hallways, living rooms, bedrooms, and offices alike. It can also serve as a TV stand",ASIN: B0F995LVQV; Stock: In Stock; Reviews: 5529; Rating: 4.3
living_room,coffee_table,"Coffee Table for Living Room Mid Century Modern Center Table with Glass Top and Wood, 36 Inch, Brown/Walnut",149.75,USD,Amazon / JCAJCA,https://www.amazon.com/dp/B0FGD6STYP?tag=20260409-20,https://www.amazon.com/dp/B0FGD6STYP,https://m.media-amazon.com/images/I/81-a1cUJElL._AC_SL1500_.jpg,36.2,25.6,16.5,in,Brown/Walnut,Glass,modern;minimalist;scandinavian,"A Brown/Walnut triangular coffee table made with Glass with Walnut finish matching this product title: Coffee Table for Living Room Mid Century Modern Center Table with Glass Top and Wood, 36 Inch, Brown/Walnut.  Key detail: 🌺【𝐏𝐚𝐜𝐤𝐚𝐠𝐞 & 𝐍𝐨𝐭𝐞】Set of 1.Manual measurement which may have 0.78-1.18inch measurement error. Any problem please contact us to get fast solutions.",ASIN: B0FGD6STYP; Stock: In Stock; Reviews: 335; Rating: 4.1
bedroom,dresser,"Messenya Modern 6 Drawer Dresser, 47-Inch Wood Chest of Drawers, Curved Anti-Collision Design, Mid-Century Storage Cabinet, Pre-Embedded Slots, for Bedroom, Living Room, TV Stand, Nursery",299,USD,Amazon / Messenya,https://www.amazon.com/dp/B0F46M3MHD?tag=20260409-20,https://www.amazon.com/dp/B0F46M3MHD,https://m.media-amazon.com/images/I/71+5qPAGmML._AC_SL1500_.jpg,47.2,15.7,30.7,in,Brown,"Engineered Wood, Oak Wood",modern;scandinavian,"A Brown rectangular dresser made with Engineered Wood, Oak Wood matching this product title: Messenya Modern 6 Drawer Dresser, 47-Inch Wood Chest of Drawers, Curved Anti-Collision Design, Mid-Century Storage Cabinet, Pre-Embedded Slots, for Bedroom, Living Room, TV Stand, Nursery.  Key detail: Elegant and Modern Design: Featuring sleek lines and a versatile style, this 6-drawer dresser complements any home decor, from modern to mid-century aesthetics. The beveled edges a",ASIN: B0F46M3MHD; Stock: In Stock; Reviews: 160; Rating: 4.5
living_room,coffee_table,"Furniway Mid Century Modern Coffee Table, Wood Coffee Table with Storage, Farmhouse Table for Living Room, Apartment, Walnut",139.99,USD,Amazon / Furniway,https://www.amazon.com/dp/B0DXK8J3KZ?tag=20260409-20,https://www.amazon.com/dp/B0DXK8J3KZ,https://m.media-amazon.com/images/I/81fh1NnPZXL._AC_SL1500_.jpg,47.2,21.6,17.4,in,Walnut,Engineered Wood,modern;farmhouse,"A Walnut rectangular coffee table made with Engineered Wood with Walnut finish matching this product title: Furniway Mid Century Modern Coffee Table, Wood Coffee Table with Storage, Farmhouse Table for Living Room, Apartment, Walnut.  Key detail: MID-CENTURY COFFEE TABLE: The sophisticated and elegant exterior design of this coffee table will definitely refresh your space. The slatted sliding doors feature a vintage-meets-m",ASIN: B0DXK8J3KZ; Stock: In Stock; Reviews: 59; Rating: 4.4
living_room,sofa,"Messenya Modern Nightstand, 23.6-Inch Wide with Charging Station & Curved Anti-Collision Design, Mid-Century Storage Cabinet, Pre-Embedded Slots, Sturdy & Reusable, Ideal for Dorm, Sofa, or Office (2)",299,USD,Amazon / Messenya,https://www.amazon.com/dp/B0F1KYTQ3D?tag=20260409-20,https://www.amazon.com/dp/B0F1KYTQ3D,https://m.media-amazon.com/images/I/61A8gACKT0L._AC_SL1500_.jpg,21.7,15.8,23.6,in,Brown,"Engineered Wood, Oak",modern;minimalist,"A Brown rectangular sofa made with Engineered Wood, Oak with Medium Density Fiberboard (MDF) finish matching this product title: Messenya Modern Nightstand, 23.6-Inch Wide with Charging Station & Curved Anti-Collision Design, Mid-Century Storage Cabinet, Pre-Embedded Slots, Sturdy & Reusable, Ideal for Dorm, Sofa, or Office (2).  Key detail: Enhanced Safety and Stability: Our rounded anti-collision nightstand features a three-section thickened rail with damping technology, preventing drawers from accidentally sliding o",ASIN: B0F1KYTQ3D; Stock: Only 8 left in stock - order soon.; Reviews: 131; Rating: 4.6
bedroom,dresser,"Jocoevol Modern 6 Drawer Dresser, 47"" Wide Wood Dressers & Chests of Drawers Curved Profile Design, Mid Century Modern Fluted Dresser for Bedroom, Natural Oak",161.99,USD,Amazon / Jocoevol,https://www.amazon.com/dp/B0G641FVMT?tag=20260409-20,https://www.amazon.com/dp/B0G641FVMT,https://m.media-amazon.com/images/I/81P8w6d3UKL._AC_SL1500_.jpg,47.3,15.7,31.6,in,Oak,Engineered Wood,modern;minimalist;scandinavian,"A Oak rectangular dresser made with Engineered Wood with Oak finish matching this product title: Jocoevol Modern 6 Drawer Dresser, 47"" Wide Wood Dressers & Chests of Drawers Curved Profile Design, Mid Century Modern Fluted Dresser for Bedroom, Natural Oak.  Key detail: √ MODERN MINIMALIST DESIGN: This dresser features distinctive wave-like fluted panels that enhance the texture and visual depth of the space. Clean lines and unique handleless desi",ASIN: B0G641FVMT; Stock: In Stock; Reviews: 28; Rating: 4
bedroom,dresser,"Standifurno 9 Drawer Double Dresser for Bedroom, Modern Curved Wood Chest Drawers of Handleless, Large Storage Dresser Bedroom, Living Room, Entryway, Walnut",309.99,USD,Amazon / Standifurno,https://www.amazon.com/dp/B0FQTWN3P4?tag=20260409-20,https://www.amazon.com/dp/B0FQTWN3P4,https://m.media-amazon.com/images/I/81nUw4ixnfL._AC_SL1500_.jpg,29.5,15.4,46.3,in,Walnut,Engineered Wood,modern,"A Walnut rectangular dresser made with Engineered Wood matching this product title: Standifurno 9 Drawer Double Dresser for Bedroom, Modern Curved Wood Chest Drawers of Handleless, Large Storage Dresser Bedroom, Living Room, Entryway, Walnut.  Key detail: 【5 Spacious Drawers】: This dresser measures 29.5’’W × 15.4’’D × 46.3’’H. The chest drawer with 5 drawers offers ample storage space for clothing, accessories, books, and important ",ASIN: B0FQTWN3P4; Stock: In stock; Reviews: 97; Rating: 3.8
bedroom,dresser,"Gyfimoie 6 Drawer Dresser with Power Outlet, Floating White Dresser Chest of Drawer with LED Light,Modern Double Wide Drawer Organizer Cabinet for Bedroom,Living Room (White)",129.99,USD,Amazon / Gyfimoie,https://www.amazon.com/dp/B0CQ5765T8?tag=20260409-20,https://www.amazon.com/dp/B0CQ5765T8,https://m.media-amazon.com/images/I/71CeHs-hWtL._AC_SL1500_.jpg,47.36,15.83,29.65,in,White,Engineered Wood,modern,"A White rectangular dresser made with Engineered Wood with White finish matching this product title: Gyfimoie 6 Drawer Dresser with Power Outlet, Floating White Dresser Chest of Drawer with LED Light,Modern Double Wide Drawer Organizer Cabinet for Bedroom,Living Room (White).  Key detail: [Exceptional Storage Space] Explore possibilities storage with our 6-drawer dresser. Its thoughtful design provides exceptional space to keep your room tidy and items neatly organi",ASIN: B0CQ5765T8; Stock: Only 11 left in stock - order soon.; Reviews: 295; Rating: 4.3
bedroom,dresser,"Aitjunz Modern 7 Drawers Dresser for Bedroom, 47"" Wide Wood Dressers & Chests of Drawers w/Curved Profile Design, Mid Century Modern Dresser w/Natural Texture for Bedroom, Living Room, Black",239.99,USD,Amazon / Aitjunz,https://www.amazon.com/dp/B0DKJKM27L?tag=20260409-20,https://www.amazon.com/dp/B0DKJKM27L,https://m.media-amazon.com/images/I/71Tesl5Ao0L._AC_SL1500_.jpg,47.24,15.5,33.85,in,Black,Engineered Wood,modern;scandinavian;cozy,"A Black rectangular dresser made with Engineered Wood with Black finish matching this product title: Aitjunz Modern 7 Drawers Dresser for Bedroom, 47"" Wide Wood Dressers & Chests of Drawers w/Curved Profile Design, Mid Century Modern Dresser w/Natural Texture for Bedroom, Living Room, Black.  Key detail: Dimensions & Storage: The wooden dresser measures 47.24"" W x 15.55"" L x 33.85"" H.This chest of drawers comes with 3 small drawers 13.9"" W × 13.77"" D × 5.78"" H and 4 large drawers 2",ASIN: B0DKJKM27L; Stock: In stock; Reviews: 564; Rating: 4.2
bedroom,dresser,"SONGMICS BELLAH Collection - Dresser for Bedroom, Chest of Drawers, TV Stand for TVs Up to 55 Inches, Living Room, Closet, 6 Drawers and 1 Shelf, Modern, Cloud White ULGS833WH02S",72.7,USD,Amazon / SONGMICS,https://www.amazon.com/dp/B0GRGRB7TF?tag=20260409-20,https://www.amazon.com/dp/B0GRGRB7TF,https://m.media-amazon.com/images/I/71sFymb+F8L._AC_SL1500_.jpg,11.8,44.8,26.8,in,Cloud White,"MDF (Medium Density Fiberboard), Particleboard, Steel, PVC Synthetic Leather",modern,"A Cloud White rectangular dresser made with MDF (Medium Density Fiberboard), Particleboard, Steel, PVC Synthetic Leather matching this product title: SONGMICS BELLAH Collection - Dresser for Bedroom, Chest of Drawers, TV Stand for TVs Up to 55 Inches, Living Room, Closet, 6 Drawers and 1 Shelf, Modern, Cloud White ULGS833WH02S.  Key detail: Fusion That Delights: From the BELLAH Collection, this chest of drawers fuses steel, engineered wood, and synthetic leather for a perfect blend of strength, softness, and storage. ",ASIN: B0GRGRB7TF; Stock: In Stock; Reviews: 247; Rating: 4.2
living_room,coffee_table,"Mid Century Modern Coffee Table - Walnut Wooden Coffee Table for Living Room,Center Table Suitable for Bedroom Living Room Reception Office Tables (Walnut, Small 34.5 * 23.5 * 16in)",134.99,USD,Amazon / BOAENK,https://www.amazon.com/dp/B0FYD3KKW4?tag=20260409-20,https://www.amazon.com/dp/B0FYD3KKW4,https://m.media-amazon.com/images/I/71mthg5LYIL._AC_SL1500_.jpg,23.5,34.5,16,in,Walnut,Wood,modern,"A Walnut triangular coffee table made with Wood matching this product title: Mid Century Modern Coffee Table - Walnut Wooden Coffee Table for Living Room,Center Table Suitable for Bedroom Living Room Reception Office Tables (Walnut, Small 34.5 * 23.5 * 16in).  Key detail: 【Modern Aesthetics】：Small coffee table with a sleek mid-century modern design, perfect for any living room. the triangle shape adds a unique touch, while the walnut finish enhances",ASIN: B0FYD3KKW4; Stock: In Stock; Reviews: 30; Rating: 4.2
living_room,coffee_table,"DUOMAY Modern Round Coffee Table Beige Travertine Finish Center Table Faux Marble 31.5"" Wooden Tea Table for Living Room, Reception Room, Home Office, Luxury Minimalist",149.86,USD,Amazon / DUOMAY,https://www.amazon.com/dp/B0H2L58985?tag=20260409-20,https://www.amazon.com/dp/B0H2L58985,https://m.media-amazon.com/images/I/91kTEXlzW5L._AC_SL1500_.jpg,31.5,31.5,14,in,Beige Coffee Table,Engineered Wood,modern;minimalist;scandinavian;cozy,"A Beige Coffee Table round coffee table made with Engineered Wood matching this product title: DUOMAY Modern Round Coffee Table Beige Travertine Finish Center Table Faux Marble 31.5"" Wooden Tea Table for Living Room, Reception Room, Home Office, Luxury Minimalist.  Key detail: Faux Travertine Finish--Expertly crafted from durable MDF with a realistic travertine-inspired veneer, this coffee table captures the organic texture and warm beige tones of natura",ASIN: B0H2L58985; Stock: In Stock
living_room,coffee_table,"Aitjunz 47"" Lift Top Coffee Table with Storage, Modern Coffee Table with Pull-Out Drawer and Two-Tier Storage, Rectangle Wood Center Table w/Curved Profile Design for Living Room, Natural",199.99,USD,Amazon / Aitjunz,https://www.amazon.com/dp/B0GKG317H4?tag=20260409-20,https://www.amazon.com/dp/B0GKG317H4,https://m.media-amazon.com/images/I/81vqH1cG8yL._AC_SL1500_.jpg,47.1,23,18.07,in,Natural,Engineered Wood,modern;minimalist;scandinavian,"A Natural rectangular coffee table made with Engineered Wood with Natural finish matching this product title: Aitjunz 47"" Lift Top Coffee Table with Storage, Modern Coffee Table with Pull-Out Drawer and Two-Tier Storage, Rectangle Wood Center Table w/Curved Profile Design for Living Room, Natural.  Key detail: 【Lift Top Coffee Table Dimensions】Rectangle Coffee Table (47.1""W x 23""D x 18.07""H) delivers easy comfort. Its spacious, solid tabletop raises up to 23.6 inches—for best use, ensure",ASIN: B0GKG317H4; Stock: In Stock; Reviews: 9; Rating: 3.8
living_room,coffee_table,"2 PCS Small Round Coffee Table Set, Mid Century Modern Coffee Tables for Living Room, Walnut Nesting Tables for Small Spaces, Easy Assembly Circle Wood Center Table,Black Nesting Coffee Table Set of 2",72.97,USD,Amazon / Recximi,https://www.amazon.com/dp/B0D69D4JMY?tag=20260409-20,https://www.amazon.com/dp/B0D69D4JMY,https://m.media-amazon.com/images/I/81PGH1v3tcL._AC_SL1500_.jpg,15.75,15.75,18.9,in,Walnut,"Engineered Wood, Metal",modern;scandinavian,"A Walnut round coffee table made with Engineered Wood, Metal with Natural Walnut Texture Finish finish matching this product title: 2 PCS Small Round Coffee Table Set, Mid Century Modern Coffee Tables for Living Room, Walnut Nesting Tables for Small Spaces, Easy Assembly Circle Wood Center Table,Black Nesting Coffee Table Set of 2.  Key detail: 【MDF DENSITY BOARD】The desktop of nesting coffee table is made of high-quality MDF density board, which ensures long-term use without deformation, and is waterproof, scratch-proof ",ASIN: B0D69D4JMY; Stock: In Stock  Only 1 left in stock - order soon.; Reviews: 97; Rating: 4.3
living_room,coffee_table,"Modern Glass Coffee Table, Mid Century Triangle Coffee Table for Living Room Bedroom Reception Office Tables",149.99,USD,Amazon / ARVORA,https://www.amazon.com/dp/B0G4N5FBV7?tag=20260409-20,https://www.amazon.com/dp/B0G4N5FBV7,https://m.media-amazon.com/images/I/81bru96gW-L._AC_SL1500_.jpg,35,24.8,16.1,in,Dark Walnut/Transparent,Glass,modern;minimalist,"A Dark Walnut/Transparent triangular coffee table made with Glass matching this product title: Modern Glass Coffee Table, Mid Century Triangle Coffee Table for Living Room Bedroom Reception Office Tables.  Key detail: 【Modern and Stylish Coffee Table】Drawing inspiration from minimalist design, this triangular coffee table brings a clean, modern look to any space. This modern mid-century coffee t",ASIN: B0G4N5FBV7; Stock: In Stock; Reviews: 18; Rating: 4.7
living_room,coffee_table,"Oval Coffee Table with Faux Marble Tabletop – 47.2"" Long Modern White Large Living Room Center Table, Minimalist Style for Bedroom & Office, Smooth Edges",199.99,USD,Amazon / hnearstar,https://www.amazon.com/dp/B0H2W8XB49?tag=20260409-20,https://www.amazon.com/dp/B0H2W8XB49,https://m.media-amazon.com/images/I/81Nu47p+lgL._AC_SL1500_.jpg,23.67,47.24,15.73,in,White,Engineered Hardwood,modern;minimalist;cozy,"A White oval coffee table made with Engineered Hardwood with White finish matching this product title: Oval Coffee Table with Faux Marble Tabletop – 47.2"" Long Modern White Large Living Room Center Table, Minimalist Style for Bedroom & Office, Smooth Edges.  Key detail: Elegant Oval Shape with Faux Marble Top – Enhance your living space with this modern oval coffee table featuring a sleek white faux marble tabletop. The smooth, stain-resistant sur",ASIN: B0H2W8XB49; Stock: Only 20 left in stock - order soon.
